doc_id,title,category,sub_category,source_name,source_url,language,license_or_usage_notes,created_at,updated_at,local_path,summary,tags
kb-0011,Asset Allocation: Basics and Importance,investing_foundations,basics,mixed (search),https://zerodha.com/varsity/chapter/asset-allocation-an-introduction/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T15:56:21Z,2025-12-17T15:56:21Z,data/kb/docs/kb-0011-asset-allocation-what-it-is-and-why-it-matters.md,"Asset allocation is dividing investments among asset types like stocks, bonds, and cash. It helps balance risk and reward based on goals, risk tolerance, and investment time frame.","investing_foundations,basics"
kb-0012,Investing vs Saving: Understanding the Basics,investing_foundations,basics,mixed (search),https://zerodha.com/varsity/chapter/the-need-to-invest/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:02:04Z,2025-12-17T16:02:04Z,data/kb/docs/kb-0012-what-is-investing-vs-saving.md,"Saving means putting money aside safely for short-term needs and emergencies, usually with low risk and low returns. Investing involves using money to buy assets with the goal of growing wealth over time, but it comes with higher risk and the potential for greater returns.","investing_foundations,basics"
kb-0013,Risk vs Return: Why Higher Return Means Higher Risk,investing_foundations,basics,mixed (search),https://zerodha.com/varsity/chapter/why-should-you-invest/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:02:18Z,2025-12-17T16:02:18Z,data/kb/docs/kb-0013-risk-vs-return-why-higher-return-needs-higher-risk.md,"In investing, to earn higher returns, you must accept higher risks. Lower risks usually lead to smaller gains, while bigger rewards come with greater chances of loss.","investing_foundations,basics"
kb-0014,Compounding: How Money Grows Over Time,investing_foundations,basics,mixed (search),https://www.investopedia.com/terms/c/compoundinterest.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:02:32Z,2025-12-17T16:02:32Z,data/kb/docs/kb-0014-compounding-how-money-grows-over-time.md,"Compounding is when interest is earned on both the original amount and the interest already added. This process helps money grow faster over time because interest builds upon itself. It works for both savings and debts, but grows your savings more quickly.","investing_foundations,basics"
kb-0015,Time Horizon and Its Importance in Investing,investing_foundations,basics,mixed (search),https://www.investopedia.com/terms/t/timehorizon.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:02:46Z,2025-12-17T16:02:46Z,data/kb/docs/kb-0015-time-horizon-and-why-it-matters.md,"Time horizon is the length of time you plan to hold an investment to meet your financial goals. It guides how much risk you can take and helps choose suitable investments for short, medium, or long terms.","investing_foundations,basics"
kb-0016,Inflation and Purchasing Power,investing_foundations,basics,mixed (search),https://www.investopedia.com/terms/p/purchasingpower.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:03:03Z,2025-12-17T16:03:03Z,data/kb/docs/kb-0016-inflation-and-purchasing-power.md,"Inflation means prices of goods and services go up over time. This causes the purchasing power of money to fall, meaning you can buy less with the same amount. Understanding this helps in managing finances and investments.","investing_foundations,basics"
kb-0017,Nominal vs Real Returns,investing_foundations,basics,mixed (search),https://www.investopedia.com/ask/answers/032515/what-difference-between-real-and-nominal-interest-rates.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:03:16Z,2025-12-17T16:03:16Z,data/kb/docs/kb-0017-nominal-vs-real-returns.md,Nominal returns are the stated percentage gains on investments without adjusting for inflation. Real returns show the actual growth in purchasing power by accounting for inflation's impact.,"investing_foundations,basics"
kb-0018,Types of Asset Classes,investing_foundations,basics,mixed (search),https://zerodha.com/varsity/chapter/asset-allocation-an-introduction/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:03:29Z,2025-12-17T16:03:29Z,data/kb/docs/kb-0018-types-of-asset-classes-equity-debt-cash-gold-real-estate.md,"Asset classes are groups of investments with similar traits and market behaviors. Common classes include equity, debt, cash, gold, and real estate, each serving different roles in a portfolio.","investing_foundations,basics"
kb-0019,Liquidity and Its Importance,investing_foundations,basics,mixed (search),https://www.investopedia.com/terms/l/liquidity.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:03:43Z,2025-12-17T16:03:43Z,data/kb/docs/kb-0019-liquidity-and-why-it-matters.md,"Liquidity is how easily an asset can be turned into cash without changing its market price. It matters because liquid assets allow quick transactions at fair prices, reducing costs and risks.","investing_foundations,basics"
kb-0020,Diversification Basics,investing_foundations,basics,mixed (search),https://www.investopedia.com/terms/d/diversification.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:03:57Z,2025-12-17T16:03:57Z,data/kb/docs/kb-0020-diversification-concept-simple-example.md,"Diversification is a strategy that spreads investments across different assets to reduce risk. By mixing various investments, it helps protect your portfolio from sharp losses in any one area.","investing_foundations,basics"
kb-0021,Asset Allocation: What It Is and Why It Matters,investing_foundations,basics,mixed (search),https://zerodha.com/varsity/chapter/asset-allocation-an-introduction/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:04:13Z,2025-12-17T16:04:13Z,data/kb/docs/kb-0021-asset-allocation-what-it-is-and-why-it-matters.md,"Asset allocation means dividing your investments across different types of assets like stocks, bonds, and cash. It helps balance risk and reward based on your goals, risk comfort, and how long you plan to invest.","investing_foundations,basics"
kb-0022,What is a Stock / Equity Share?,stocks_basics,basics,mixed (search),https://www.investopedia.com/terms/s/shareholdersequity.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:04:29Z,2025-12-17T16:04:29Z,data/kb/docs/kb-0022-what-is-a-stock-equity-share.md,"A stock, also called an equity share, represents ownership in a company. When you buy a stock, you own a part of that company and can benefit if it grows or pays dividends.","stocks_basics,basics"
kb-0023,"How Stock Prices Move: Supply, Demand, and Expectations",stocks_basics,basics,mixed (search),https://zerodha.com/varsity/chapter/the-stock-markets/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:04:45Z,2025-12-17T16:04:45Z,data/kb/docs/kb-0023-how-stock-prices-move-supply-demand-expectations.md,Stock prices change mainly because of supply and demand in the market. News and investors’ expectations about a company’s future also strongly influence price movements.,"stocks_basics,basics"
kb-0024,"Market Capitalization: Large, Mid, and Small Cap Explained",stocks_basics,basics,mixed (search),https://www.investopedia.com/investing/market-capitalization-defined/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:04:59Z,2025-12-17T16:04:59Z,data/kb/docs/kb-0024-market-capitalization-large-mid-small-cap.md,"Market capitalization is the total value of a company’s shares and helps classify companies by size. Investors use this to understand risk and growth potential. Companies are grouped into large-cap, mid-cap, and small-cap based on their market value.","stocks_basics,basics"
kb-0025,Dividends and Dividend Yield Explained,stocks_basics,basics,mixed (search),https://www.investopedia.com/ask/answers/011315/what-difference-between-yield-and-dividend.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:05:12Z,2025-12-17T16:05:12Z,data/kb/docs/kb-0025-dividends-and-dividend-yield.md,"Dividends are payments to shareholders from a company's profits, providing regular income. Dividend yield shows the annual return from dividends as a percentage of the current stock price.","stocks_basics,basics"
kb-0026,Common Stock vs Preferred Stock,stocks_basics,basics,mixed (search),https://www.investopedia.com/ask/answers/difference-between-preferred-stock-and-common-stock/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:05:27Z,2025-12-17T16:05:27Z,data/kb/docs/kb-0026-common-stock-vs-preferred-stock.md,"Common and preferred stocks both represent ownership in a company but differ in rights and risks. Preferred stockholders get fixed dividends and priority in payouts, while common stockholders usually have voting rights and potential for higher returns.","stocks_basics,basics"
kb-0027,Primary Market vs Secondary Market (IPO vs Trading),stocks_basics,basics,mixed (search),https://www.investopedia.com/investing/primary-and-secondary-markets/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:05:43Z,2025-12-17T16:05:43Z,data/kb/docs/kb-0027-primary-market-vs-secondary-market-ipo-vs-trading.md,"The primary market is where companies first sell new stocks or bonds to raise money, like in an IPO. The secondary market is where investors buy and sell these securities among themselves after the initial sale.","stocks_basics,basics"
kb-0028,"Understanding Stock Indices: Nifty, Sensex, and S&P 500",stocks_basics,basics,mixed (search),https://zerodha.com/varsity/chapter/the-stock-markets-index/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:06:01Z,2025-12-17T16:06:01Z,data/kb/docs/kb-0028-stock-indices-nifty-sensex-s-p-500-concept.md,"Stock indices track the performance of selected top companies to show overall market trend. They help investors quickly understand if the market is going up, down, or sideways. Popular indices include India's Nifty 50 and Sensex, and the USA's S&P 500.","stocks_basics,basics"
kb-0029,What is a Stock Split and Why It Happens,stocks_basics,basics,mixed (search),https://www.investopedia.com/terms/s/stocksplit.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:06:17Z,2025-12-17T16:06:17Z,data/kb/docs/kb-0029-what-is-a-stock-split-and-why-it-happens.md,"A stock split increases the number of shares a company has by dividing existing shares. This lowers the price of each share, making stocks more affordable without changing the company's total value.","stocks_basics,basics"
kb-0030,Understanding Buybacks,stocks_basics,basics,mixed (search),https://zerodha.com/varsity/chapter/understanding-corporate-actions-like-dividends-bonuses-and-buybacks/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:06:30Z,2025-12-17T16:06:30Z,data/kb/docs/kb-0030-what-are-buybacks.md,"Buybacks occur when a company buys back its own shares from the market. This reduces the total shares available, often increasing the value of remaining shares and signaling confidence in the company’s future.","stocks_basics,basics"
kb-0031,Why Earnings Announcements Move Stock Prices,stocks_basics,basics,mixed (search),https://www.investopedia.com/terms/e/earnings-announcement.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:06:42Z,2025-12-17T16:06:42Z,data/kb/docs/kb-0031-earnings-announcements-why-they-move-prices.md,"Earnings announcements reveal a company's profit for a period, influencing investor decisions. Prices rise or fall based on whether results beat or miss expectations. Market anticipation and analyst estimates also impact price changes around these announcements.","stocks_basics,basics"
kb-0032,How to Read a Basic Stock Quote,stocks_basics,basics,mixed (search),https://zerodha.com/varsity/chapter/chart-types/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:07:03Z,2025-12-17T16:07:03Z,data/kb/docs/kb-0032-how-to-read-a-basic-stock-quote-open-high-low-close-volume.md,"A stock quote shows key price and volume information for a stock during a trading period. It includes the opening price, highest and lowest prices, closing price, and volume of shares traded. Understanding these helps track daily stock performance.","stocks_basics,basics"
kb-0033,Market vs Limit Orders,stocks_basics,basics,mixed (search),https://zerodha.com/varsity/chapter/understanding-the-various-order-types/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:07:16Z,2025-12-17T16:07:16Z,data/kb/docs/kb-0033-order-types-market-vs-limit-orders.md,Market orders buy or sell stocks immediately at the best available price. Limit orders set a specific price and only execute if the market reaches that price.,"stocks_basics,basics"
kb-0034,Understanding the Price-to-Earnings (P/E) Ratio,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/ask/answers/070214/how-can-pricetoearnings-pe-ratio-mislead-investors.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:07:29Z,2025-12-17T16:07:29Z,data/kb/docs/kb-0034-p-e-ratio-what-it-means-pitfalls.md,The P/E ratio shows how much investors pay for each dollar of a company’s earnings. It helps evaluate if a stock is overvalued or undervalued but should be used carefully. Different accounting methods and sector differences can make P/E ratios misleading if used alone.,"stock_valuation_and_metrics,basics"
kb-0035,Understanding EPS and Its Uses,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/terms/e/eps.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:07:45Z,2025-12-17T16:07:45Z,data/kb/docs/kb-0035-eps-earnings-per-share-and-how-it-s-used.md,"Earnings per share (EPS) shows how much profit a company earns for each share of common stock. It’s a key measure to assess profitability and compare companies. Different types of EPS help investors understand core earnings, cash earnings, and retained profits.","stock_valuation_and_metrics,basics"
kb-0036,Understanding the Price-to-Book (P/B) Ratio,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/terms/p/price-to-bookratio.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:08:21Z,2025-12-17T16:08:21Z,data/kb/docs/kb-0036-p-b-ratio-and-when-it-s-useful.md,"The P/B ratio compares a company's stock price to its book value per share. It helps investors find undervalued companies, especially in asset-heavy industries. It's most useful when comparing companies within the same industry.","stock_valuation_and_metrics,basics"
kb-0037,Understanding the PEG Ratio,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/terms/p/pegratio.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:08:36Z,2025-12-17T16:08:36Z,data/kb/docs/kb-0037-peg-ratio-growth-adjusted-p-e.md,The PEG ratio adjusts the price-to-earnings (P/E) ratio by considering a company's expected earnings growth. It gives a clearer picture of a stock’s value by including growth potential.,"stock_valuation_and_metrics,basics"
kb-0038,Revenue vs Profit vs Cash Flow: Key Differences,stock_valuation_and_metrics,basics,mixed (search),https://zerodha.com/varsity/chapter/cash-flow-statement/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:08:49Z,2025-12-17T16:08:49Z,data/kb/docs/kb-0038-revenue-vs-profit-vs-cash-flow-difference.md,"Revenue is the total money earned from sales, profit is what remains after expenses, and cash flow shows actual cash entering and leaving the business. Understanding these helps assess a company's sales success, profitability, and liquidity.","stock_valuation_and_metrics,basics"
kb-0039,Why Free Cash Flow Matters,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/articles/fundamental/03/091703.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:09:01Z,2025-12-17T16:09:01Z,data/kb/docs/kb-0039-free-cash-flow-why-it-matters.md,"Free cash flow (FCF) shows how much cash a company generates after covering expenses and investments. It is important because it indicates the company’s ability to grow, pay debts, and reward investors. Tracking FCF helps spot financial health and potential risks early.","stock_valuation_and_metrics,basics"
kb-0040,Basics of ROE and ROCE,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/ask/answers/011215/what-difference-between-roce-and-roe.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:09:14Z,2025-12-17T16:09:14Z,data/kb/docs/kb-0040-roe-roce-basics.md,"ROE and ROCE are key financial ratios used to measure a company's profitability. ROE shows profit generated from shareholders' equity, while ROCE evaluates how well all capital, including debt, is used to produce profit.","stock_valuation_and_metrics,basics"
kb-0041,Debt-to-Equity Ratio and Leverage Risk,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/terms/d/debtequityratio.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:09:30Z,2025-12-17T16:09:30Z,data/kb/docs/kb-0041-debt-to-equity-ratio-and-leverage-risk.md,"The debt-to-equity (D/E) ratio measures how much a company uses debt compared to its own funds to finance operations. It helps assess financial risk and the company's reliance on borrowed money. Higher ratios indicate greater leverage and risk, while lower ratios suggest less use of debt.","stock_valuation_and_metrics,basics"
kb-0042,Margin Types: Gross vs Operating vs Net,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/ask/answers/102714/whats-difference-between-profit-margin-and-operating-margin.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:09:44Z,2025-12-17T16:09:44Z,data/kb/docs/kb-0042-margin-gross-vs-operating-vs-net.md,"Gross, operating, and net profit margins show different profit levels on an income statement. They help understand how well a company controls costs and earns profit at various stages.","stock_valuation_and_metrics,basics"
kb-0043,Moat and Competitive Advantage in Qualitative Analysis,stock_valuation_and_metrics,basics,mixed (search),https://www.investopedia.com/ask/answers/05/economicmoat.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:10:01Z,2025-12-17T16:10:01Z,data/kb/docs/kb-0043-moat-and-competitive-advantage-qualitative-analysis.md,A moat refers to a company's lasting competitive edge that protects it from rivals and helps maintain profitability. Identifying a strong economic moat is key for investors who want companies that can sustain success over time.,"stock_valuation_and_metrics,basics"
kb-0044,"Basics of Bonds: Issuer, Coupon, and Maturity",bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/terms/c/coupon.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:10:15Z,2025-12-17T16:10:15Z,data/kb/docs/kb-0044-what-is-a-bond-issuer-coupon-maturity.md,"A bond is a loan made by an investor to an issuer for a set period. The issuer pays interest called a coupon until the bond matures, when the face value is returned. The coupon rate is fixed and set when the bond is issued.","bonds_and_fixed_income,basics"
kb-0045,Difference Between Yield and Coupon Rate,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/ask/answers/051215/what-difference-between-bonds-yield-rate-and-its-coupon-rate.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:10:30Z,2025-12-17T16:10:30Z,data/kb/docs/kb-0045-yield-vs-coupon-difference.md,"The coupon rate is the fixed interest percentage a bond pays annually based on its face value. Yield shows the actual return an investor gets, which changes with the bond's market price. Yield to maturity estimates the total return if the bond is held until it matures.","bonds_and_fixed_income,basics"
kb-0046,Inverse Relationship Between Bond Prices and Interest Rates,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/ask/answers/why-interest-rates-have-inverse-relationship-bond-prices/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:10:46Z,2025-12-17T16:10:46Z,data/kb/docs/kb-0046-bond-prices-and-interest-rates-inverse-relationship.md,"Bond prices move in the opposite direction of interest rates. When interest rates rise, bond prices fall, and when rates drop, bond prices increase.","bonds_and_fixed_income,basics"
kb-0047,Duration: Interest Rate Sensitivity of Bonds,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/terms/i/interest-rate-sensitivity.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:11:01Z,2025-12-17T16:11:01Z,data/kb/docs/kb-0047-duration-interest-rate-sensitivity.md,"Duration shows how much a bond's price changes when interest rates change, reflecting its risk level. It measures the weighted average time to receive bond payments and helps investors manage interest rate risk.","bonds_and_fixed_income,basics"
kb-0048,Credit Risk: Government vs Corporate Bonds,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/investing/corporate-bonds-introduction-to-credit-risk/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:11:16Z,2025-12-17T16:11:16Z,data/kb/docs/kb-0048-credit-risk-government-vs-corporate-bonds.md,"Credit risk refers to the chance that a bond issuer cannot pay back interest or principal. Government bonds generally have lower credit risk than corporate bonds, which usually pay higher interest to compensate for this risk.","bonds_and_fixed_income,basics"
kb-0049,Credit Ratings Basics: From AAA to Junk,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/terms/j/junkbond.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:11:34Z,2025-12-17T16:11:34Z,data/kb/docs/kb-0049-credit-ratings-aaa-junk-basics.md,Credit ratings show how likely a borrower will repay their debt. Ratings range from high-quality 'AAA' to risky 'junk' status below 'BB'. These ratings help investors decide how safe or risky bonds are.,"bonds_and_fixed_income,basics"
kb-0050,Yield Curve: Normal vs Inverted,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/terms/y/yieldcurve.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:11:49Z,2025-12-17T16:11:49Z,data/kb/docs/kb-0050-yield-curve-normal-vs-inverted.md,"A yield curve graphs bond yields by maturity, showing interest rates over time. A normal curve slopes upward, signaling economic growth, while an inverted curve slopes downward, often predicting a recession.","bonds_and_fixed_income,basics"
kb-0051,Inflation-Linked Bonds Explained,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/articles/bonds/09/inflation-linked-bonds.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:12:02Z,2025-12-17T16:12:02Z,data/kb/docs/kb-0051-inflation-linked-bonds-concept.md,Inflation-linked bonds protect investors by adjusting payments based on inflation rates. They help maintain the real value of returns despite rising prices.,"bonds_and_fixed_income,basics"
kb-0052,Bond Funds vs Individual Bonds,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/bond-funds-vs-individual-bonds-11781426,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:12:18Z,2025-12-17T16:12:18Z,data/kb/docs/kb-0052-bond-funds-vs-individual-bonds.md,"Individual bonds are loans you hold until maturity, offering fixed interest and principal return if no default occurs. Bond funds pool many bonds, providing diversification and professional management but without a guaranteed principal amount.","bonds_and_fixed_income,basics"
kb-0053,Reinvestment Risk in Coupon Payments,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/terms/r/reinvestmentrisk.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:12:31Z,2025-12-17T16:12:31Z,data/kb/docs/kb-0053-reinvestment-risk-coupon-reinvestment.md,"Reinvestment risk happens when an investor can't reinvest coupon payments at the same interest rate as the original bond. This risk affects the total returns, especially if interest rates drop after receiving coupons. Zero-coupon bonds avoid this risk since they pay no periodic interest.","bonds_and_fixed_income,basics"
kb-0054,Default Risk and Recovery Rate Basics,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/terms/r/recovery-rate.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:12:47Z,2025-12-17T16:12:47Z,data/kb/docs/kb-0054-default-risk-and-recovery-rate.md,Default risk refers to the chance that a borrower will fail to repay a loan. Recovery rate measures how much money lenders get back after a borrower defaults. Both help lenders decide loan terms and interest rates.,"bonds_and_fixed_income,basics"
kb-0055,Bond Laddering Strategy,bonds_and_fixed_income,basics,mixed (search),https://www.investopedia.com/terms/b/bondladdering.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:13:01Z,2025-12-17T16:13:01Z,data/kb/docs/kb-0055-laddering-strategy-bond-ladder.md,Bond laddering involves buying bonds with different maturity dates to reduce risk and improve cash flow. This strategy helps investors avoid locking in low rates and provides regular opportunities to reinvest as bonds mature.,"bonds_and_fixed_income,basics"
kb-0056,What is a Mutual Fund and How It Works,mutual_funds_and_etfs,basics,mixed (search),https://www.investopedia.com/terms/m/mutualfund.asp,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:13:18Z,2025-12-17T16:13:18Z,data/kb/docs/kb-0056-what-is-a-mutual-fund-how-it-works.md,"A mutual fund pools money from many investors to buy a variety of securities, managed by professionals. Investors share profits or losses based on the fund's performance. The fund's price is set daily based on its total value divided by shares outstanding.","mutual_funds_and_etfs,basics"
kb-0057,What is an ETF and How It Works,mutual_funds_and_etfs,basics,mixed (search),https://zerodha.com/varsity/chapter/exchange-traded-funds-etf/,en,Stored as paraphrased notes + links. Avoid verbatim copying.,2025-12-17T16:13:33Z,2025-12-17T16:13:33Z,data/kb/docs/kb-0057-what-is-an-etf-how-it-works.md,"An Exchange-Traded Fund (ETF) is a basket of different securities like stocks or bonds that trades on stock exchanges like a regular stock. ETFs allow investors to buy or sell shares anytime during market hours, unlike mutual funds which trade only once a day.","mutual_funds_and_etfs,basics"
